datatime;timestamp;DevDatetime;CO [ppm];CO2 [ppm]
2025-03-17 05:16:44;1742177804;17.03.25 05:27:11;0.2;432
2025-03-17 05:17:44;1742177864;17.03.25 05:28:01;0.2;433
2025-03-17 05:18:44;1742177924;17.03.25 05:29:05;0.2;431
2025-03-17 05:19:44;1742177984;17.03.25 05:30:10;0.2;436
2025-03-17 05:20:44;1742178044;17.03.25 05:31:11;0.1;427
2025-03-17 05:21:44;1742178104;17.03.25 05:31:59;0.2;433
2025-03-17 05:22:44;1742178164;17.03.25 05:33:03;0.2;435
2025-03-17 05:23:44;1742178224;17.03.25 05:34:07;0.2;437
2025-03-17 05:24:44;1742178284;17.03.25 05:35:11;0.2;441
2025-03-17 05:25:44;1742178344;17.03.25 05:35:59;0.2;428
2025-03-17 05:26:44;1742178404;17.03.25 05:37:03;0.2;430
2025-03-17 05:27:44;1742178464;17.03.25 05:38:07;0.2;429
2025-03-17 05:28:44;1742178524;17.03.25 05:39:11;0.2;441
2025-03-17 05:29:44;1742178584;17.03.25 05:40:08;0.2;428
2025-03-17 05:30:44;1742178644;17.03.25 05:41:03;0.2;431
2025-03-17 05:31:44;1742178704;17.03.25 05:42:07;0.2;429
2025-03-17 05:32:44;1742178764;17.03.25 05:43:11;0.2;432
2025-03-17 05:33:44;1742178824;17.03.25 05:44:03;0.2;428
2025-03-17 05:34:44;1742178884;17.03.25 05:45:07;0.2;439
2025-03-17 05:35:44;1742178944;17.03.25 05:46:07;0.2;438
2025-03-17 05:36:44;1742179004;17.03.25 05:47:11;0.2;434
2025-03-17 05:37:44;1742179064;17.03.25 05:47:59;0.1;435
2025-03-17 05:38:44;1742179124;17.03.25 05:49:03;0.2;441
2025-03-17 05:39:44;1742179184;17.03.25 05:50:07;0.2;441
2025-03-17 05:40:44;1742179244;17.03.25 05:51:11;0.2;443
2025-03-17 05:41:44;1742179304;17.03.25 05:51:59;0.2;436
2025-03-17 05:42:44;1742179364;17.03.25 05:53:03;0.2;438
2025-03-17 05:43:44;1742179424;17.03.25 05:54:07;0.2;438
2025-03-17 05:44:45;1742179485;17.03.25 05:55:11;0.2;441
2025-03-17 05:45:45;1742179545;17.03.25 05:56:10;0.2;436
2025-03-17 05:46:45;1742179605;17.03.25 05:57:02;0.2;437
2025-03-17 05:47:45;1742179665;17.03.25 05:58:06;0.2;445
2025-03-17 05:48:45;1742179725;17.03.25 05:59:10;0.2;437
2025-03-17 05:49:45;1742179785;17.03.25 06:00:06;0.2;437
2025-03-17 05:50:45;1742179845;17.03.25 06:01:10;0.2;443
2025-03-17 05:51:45;1742179905;17.03.25 06:02:06;0.2;433
2025-03-17 05:52:45;1742179965;17.03.25 06:03:10;0.2;431
2025-03-17 05:53:45;1742180025;17.03.25 06:04:01;0.2;429
2025-03-17 05:54:45;1742180085;17.03.25 06:05:05;0.2;433
2025-03-17 05:55:45;1742180145;17.03.25 06:06:09;0.2;434
2025-03-17 05:56:45;1742180205;17.03.25 06:07:10;0.2;433
2025-03-17 05:57:45;1742180265;17.03.25 06:07:58;0.2;431
2025-03-17 05:58:45;1742180325;17.03.25 06:09:02;0.2;433
2025-03-17 05:59:45;1742180385;17.03.25 06:10:06;0.2;431
2025-03-17 06:00:45;1742180445;17.03.25 06:11:10;0.2;438
2025-03-17 06:01:45;1742180505;17.03.25 06:11:58;0.2;446
2025-03-17 06:02:45;1742180565;17.03.25 06:13:02;0.2;443
2025-03-17 06:03:45;1742180625;17.03.25 06:14:06;0.2;443
2025-03-17 06:04:45;1742180685;17.03.25 06:15:10;0.2;443
2025-03-17 06:05:45;1742180745;17.03.25 06:16:08;0.2;436
2025-03-17 06:06:45;1742180805;17.03.25 06:17:12;0.1;435
2025-03-17 06:07:45;1742180865;17.03.25 06:18:06;0.2;429
2025-03-17 06:08:45;1742180925;17.03.25 06:19:10;0.2;430
2025-03-17 06:09:45;1742180985;17.03.25 06:20:03;0.2;440
2025-03-17 06:10:45;1742181045;17.03.25 06:21:07;0.2;436
2025-03-17 06:11:45;1742181105;17.03.25 06:22:11;0.2;436
2025-03-17 06:12:45;1742181165;17.03.25 06:23:10;0.2;432
2025-03-17 06:13:45;1742181225;17.03.25 06:23:58;0.2;436
2025-03-17 06:14:45;1742181285;17.03.25 06:25:03;0.2;436
2025-03-17 06:15:45;1742181345;17.03.25 06:26:06;0.2;433
2025-03-17 06:16:45;1742181405;17.03.25 06:27:10;0.2;435
2025-03-17 06:17:45;1742181465;17.03.25 06:27:58;0.2;441
2025-03-17 06:18:45;1742181525;17.03.25 06:29:02;0.2;451
2025-03-17 06:19:45;1742181585;17.03.25 06:30:06;0.2;451
2025-03-17 06:20:45;1742181645;17.03.25 06:31:10;0.2;431
2025-03-17 06:21:45;1742181705;17.03.25 06:32:10;0.2;437
2025-03-17 06:22:45;1742181765;17.03.25 06:33:02;0.2;427
2025-03-17 06:23:45;1742181825;17.03.25 06:34:06;0.2;434
2025-03-17 06:24:45;1742181885;17.03.25 06:35:10;0.2;439
2025-03-17 06:25:45;1742181945;17.03.25 06:36:05;0.2;437
2025-03-17 06:26:45;1742182005;17.03.25 06:37:09;0.2;437
2025-03-17 06:27:45;1742182065;17.03.25 06:38:07;0.2;428
2025-03-17 06:28:45;1742182125;17.03.25 06:39:11;0.2;429
2025-03-17 06:29:45;1742182185;17.03.25 06:40:00;0.2;439
2025-03-17 06:30:45;1742182245;17.03.25 06:41:04;0.2;431
2025-03-17 06:31:45;1742182305;17.03.25 06:42:09;0.2;430
2025-03-17 06:32:45;1742182365;17.03.25 06:43:13;0.2;445
2025-03-17 06:33:45;1742182425;17.03.25 06:43:59;0.2;440
2025-03-17 06:34:45;1742182485;17.03.25 06:45:03;0.2;429
2025-03-17 06:35:45;1742182545;17.03.25 06:46:07;0.2;434
2025-03-17 06:36:45;1742182605;17.03.25 06:47:11;0.2;434
2025-03-17 06:37:45;1742182665;17.03.25 06:48:12;0.2;437
2025-03-17 06:38:45;1742182725;17.03.25 06:49:03;0.2;437
2025-03-17 06:39:45;1742182785;17.03.25 06:50:07;0.2;443
2025-03-17 06:40:45;1742182845;17.03.25 06:51:03;0.2;437
2025-03-17 06:41:45;1742182905;17.03.25 06:52:07;0.2;431
2025-03-17 06:42:45;1742182965;17.03.25 06:53:11;0.2;431
2025-03-17 06:43:45;1742183025;17.03.25 06:54:07;0.2;429
2025-03-17 06:44:45;1742183085;17.03.25 06:55:11;0.2;430
2025-03-17 06:45:45;1742183145;17.03.25 06:56:02;0.2;432
2025-03-17 06:46:45;1742183205;17.03.25 06:57:07;0.2;434
2025-03-17 06:47:45;1742183265;17.03.25 06:58:11;0.2;434
2025-03-17 06:48:45;1742183325;17.03.25 06:59:11;0.2;438
2025-03-17 06:49:45;1742183385;17.03.25 06:59:59;0.2;439
2025-03-17 06:50:45;1742183445;17.03.25 07:01:03;0.2;434
2025-03-17 06:51:45;1742183505;17.03.25 07:02:07;0.2;432
2025-03-17 06:52:45;1742183565;17.03.25 07:03:10;0.1;438
2025-03-17 06:53:45;1742183625;17.03.25 07:03:59;0.2;430
2025-03-17 06:54:45;1742183685;17.03.25 07:05:03;0.2;439
2025-03-17 06:55:45;1742183745;17.03.25 07:06:07;0.2;436
2025-03-17 06:56:45;1742183805;17.03.25 07:07:11;0.2;440
2025-03-17 06:57:45;1742183865;17.03.25 07:08:09;0.2;433
2025-03-17 06:58:45;1742183925;17.03.25 07:09:03;0.2;433
2025-03-17 06:59:45;1742183985;17.03.25 07:10:07;0.2;434
2025-03-17 07:00:45;1742184045;17.03.25 07:11:11;0.2;440
2025-03-17 07:01:45;1742184105;17.03.25 07:12:05;0.2;435
2025-03-17 07:02:45;1742184165;17.03.25 07:13:09;0.2;435
2025-03-17 07:03:45;1742184225;17.03.25 07:14:13;0.2;437
2025-03-17 07:04:45;1742184285;17.03.25 07:15:11;0.2;432
2025-03-17 07:05:45;1742184345;17.03.25 07:16:00;0.2;436
2025-03-17 07:06:45;1742184405;17.03.25 07:17:04;0.2;438
2025-03-17 07:07:45;1742184465;17.03.25 07:18:08;0.2;433
2025-03-17 07:08:45;1742184525;17.03.25 07:19:12;0.2;441
2025-03-17 07:09:45;1742184585;17.03.25 07:19:59;0.2;436
2025-03-17 07:10:45;1742184645;17.03.25 07:21:03;0.2;434
2025-03-17 07:11:45;1742184705;17.03.25 07:22:07;0.2;435
2025-03-17 07:12:45;1742184765;17.03.25 07:23:11;0.2;436
2025-03-17 07:13:45;1742184825;17.03.25 07:24:11;0.2;436
2025-03-17 07:14:45;1742184885;17.03.25 07:25:03;0.2;425
2025-03-17 07:15:46;1742184946;17.03.25 07:26:07;0.2;422
2025-03-17 07:16:46;1742185006;17.03.25 07:27:11;0.2;431
2025-03-17 07:17:46;1742185066;17.03.25 07:28:07;0.2;438
2025-03-17 07:18:46;1742185126;17.03.25 07:29:11;0.2;438
2025-03-17 07:19:46;1742185186;17.03.25 07:30:07;0.2;439
2025-03-17 07:20:46;1742185246;17.03.25 07:31:11;0.2;430
2025-03-17 07:21:46;1742185306;17.03.25 07:32:02;0.2;433
2025-03-17 07:22:46;1742185366;17.03.25 07:33:06;0.2;436
2025-03-17 07:23:46;1742185426;17.03.25 07:34:10;0.2;433
2025-03-17 07:24:46;1742185486;17.03.25 07:35:11;0.2;426
2025-03-17 07:25:46;1742185546;17.03.25 07:35:59;0.2;426
2025-03-17 07:26:46;1742185606;17.03.25 07:37:03;0.2;431
2025-03-17 07:27:46;1742185666;17.03.25 07:38:07;0.2;431
2025-03-17 07:28:46;1742185726;17.03.25 07:39:11;0.2;436
2025-03-17 07:29:46;1742185786;17.03.25 07:39:59;0.2;437
2025-03-17 07:30:46;1742185846;17.03.25 07:41:03;0.2;437
2025-03-17 07:31:46;1742185906;17.03.25 07:42:07;0.2;439
2025-03-17 07:32:46;1742185966;17.03.25 07:43:11;0.2;436
2025-03-17 07:33:46;1742186026;17.03.25 07:44:09;0.2;423
2025-03-17 07:34:46;1742186086;17.03.25 07:45:13;0.2;438
2025-03-17 07:35:46;1742186146;17.03.25 07:46:07;0.2;435
2025-03-17 07:36:46;1742186206;17.03.25 07:47:11;0.2;430
2025-03-17 07:37:46;1742186266;17.03.25 07:48:04;0.2;433
2025-03-17 07:38:46;1742186326;17.03.25 07:49:08;0.2;433
2025-03-17 07:39:46;1742186386;17.03.25 07:50:12;0.2;442
2025-03-17 07:40:46;1742186446;17.03.25 07:51:11;0.2;432
2025-03-17 07:41:46;1742186506;17.03.25 07:51:59;0.2;439
2025-03-17 07:42:46;1742186566;17.03.25 07:53:03;0.2;441
2025-03-17 07:43:46;1742186626;17.03.25 07:54:07;0.2;444
2025-03-17 07:44:46;1742186686;17.03.25 07:55:12;0.2;440
2025-03-17 07:45:46;1742186746;17.03.25 07:55:58;0.2;434
2025-03-17 07:46:46;1742186806;17.03.25 07:57:02;0.2;435
2025-03-17 07:47:46;1742186866;17.03.25 07:58:06;0.2;435
2025-03-17 07:48:46;1742186926;17.03.25 07:59:10;0.2;431
2025-03-17 07:49:46;1742186986;17.03.25 08:00:11;0.2;432
2025-03-17 07:50:46;1742187046;17.03.25 08:01:02;0.2;439
2025-03-17 07:51:46;1742187106;17.03.25 08:02:06;0.2;446
2025-03-17 07:52:46;1742187166;17.03.25 08:03:10;0.2;450
2025-03-17 07:53:46;1742187226;17.03.25 08:04:06;0.2;447
2025-03-17 07:54:46;1742187286;17.03.25 08:05:10;0.2;447
2025-03-17 07:55:46;1742187346;17.03.25 08:06:06;0.2;445
2025-03-17 07:56:46;1742187406;17.03.25 08:07:10;0.2;442
2025-03-17 07:57:46;1742187466;17.03.25 08:08:01;0.3;435
2025-03-17 07:58:46;1742187526;17.03.25 08:09:05;0.2;437
2025-03-17 07:59:46;1742187586;17.03.25 08:10:10;0.2;450
2025-03-17 08:00:46;1742187646;17.03.25 08:11:14;0.3;433
2025-03-17 08:01:46;1742187706;17.03.25 08:12:13;0.2;439
2025-03-17 08:02:46;1742187766;17.03.25 08:13:01;0.2;439
2025-03-17 08:03:46;1742187826;17.03.25 08:14:05;0.2;440
2025-03-17 08:04:46;1742187886;17.03.25 08:15:09;0.2;440
2025-03-17 08:05:46;1742187946;17.03.25 08:16:13;0.2;445
2025-03-17 08:06:46;1742188006;17.03.25 08:17:01;0.2;451
2025-03-17 08:07:46;1742188066;17.03.25 08:18:05;0.3;450
2025-03-17 08:08:46;1742188126;17.03.25 08:19:09;0.2;439
2025-03-17 08:09:46;1742188186;17.03.25 08:20:13;0.2;434
2025-03-17 08:10:46;1742188246;17.03.25 08:21:12;0.2;438
2025-03-17 08:11:46;1742188306;17.03.25 08:22:05;0.2;434
2025-03-17 08:12:46;1742188366;17.03.25 08:23:09;0.2;443
2025-03-17 08:13:46;1742188426;17.03.25 08:24:13;0.2;442
2025-03-17 08:14:46;1742188486;17.03.25 08:25:08;0.3;442
2025-03-17 08:15:46;1742188546;17.03.25 08:26:12;0.2;442
2025-03-17 08:16:46;1742188606;17.03.25 08:27:09;0.3;435
2025-03-17 08:17:46;1742188666;17.03.25 08:28:13;0.3;443
2025-03-17 08:18:46;1742188726;17.03.25 08:29:03;0.2;448
2025-03-17 08:19:46;1742188786;17.03.25 08:30:07;0.2;448
2025-03-17 08:20:46;1742188846;17.03.25 08:31:11;0.2;441
2025-03-17 08:21:46;1742188906;17.03.25 08:32:13;0.3;447
2025-03-17 08:22:46;1742188966;17.03.25 08:33:01;0.3;447
2025-03-17 08:23:46;1742189026;17.03.25 08:34:05;0.3;437
2025-03-17 08:24:46;1742189086;17.03.25 08:35:09;0.2;437
2025-03-17 08:25:46;1742189146;17.03.25 08:36:13;0.3;442
2025-03-17 08:26:46;1742189206;17.03.25 08:37:14;0.3;438
2025-03-17 08:27:46;1742189266;17.03.25 08:38:05;0.3;438
2025-03-17 08:28:46;1742189326;17.03.25 08:39:09;0.3;440
2025-03-17 08:29:46;1742189386;17.03.25 08:40:13;0.2;436
2025-03-17 08:30:46;1742189446;17.03.25 08:41:10;0.2;434
2025-03-17 08:31:46;1742189506;17.03.25 08:42:14;0.2;434
2025-03-17 08:32:46;1742189566;17.03.25 08:42:56;0.2;434
2025-03-17 08:33:46;1742189626;17.03.25 08:44:13;0.3;436
2025-03-17 08:34:46;1742189686;17.03.25 08:45:05;0.3;442
2025-03-17 08:35:47;1742189747;17.03.25 08:46:09;0.2;442
2025-03-17 08:36:47;1742189807;17.03.25 08:47:13;0.3;435
2025-03-17 08:37:47;1742189867;17.03.25 08:48:13;0.3;442
2025-03-17 08:38:47;1742189927;17.03.25 08:49:01;0.2;428
2025-03-17 08:39:47;1742189987;17.03.25 08:50:05;0.2;434
2025-03-17 08:40:47;1742190047;17.03.25 08:51:08;0.2;427
2025-03-17 08:41:47;1742190107;17.03.25 08:52:13;0.2;445
2025-03-17 08:42:47;1742190167;17.03.25 08:53:01;0.2;442
2025-03-17 08:43:47;1742190227;17.03.25 08:54:05;0.2;440
2025-03-17 08:44:47;1742190287;17.03.25 08:55:09;0.2;432
2025-03-17 08:45:47;1742190347;17.03.25 08:56:13;0.2;445
2025-03-17 08:46:47;1742190407;17.03.25 08:57:12;0.2;443
2025-03-17 08:47:47;1742190467;17.03.25 08:58:05;0.2;444
2025-03-17 08:48:47;1742190527;17.03.25 08:59:09;0.2;441
2025-03-17 08:49:47;1742190587;17.03.25 09:00:13;0.2;438
2025-03-17 08:50:47;1742190647;17.03.25 09:01:07;0.2;438
2025-03-17 08:51:47;1742190707;17.03.25 09:02:11;0.2;433
2025-03-17 08:52:47;1742190767;17.03.25 09:03:09;0.2;433
2025-03-17 08:53:47;1742190827;17.03.25 09:04:13;0.2;433
2025-03-17 08:54:47;1742190887;17.03.25 09:05:02;0.2;431
2025-03-17 08:55:47;1742190947;17.03.25 09:06:06;0.2;431
2025-03-17 08:56:47;1742191007;17.03.25 09:07:10;0.2;432
2025-03-17 08:57:47;1742191067;17.03.25 09:08:14;0.2;432
2025-03-17 08:58:47;1742191127;17.03.25 09:09:01;0.2;437
2025-03-17 08:59:47;1742191187;17.03.25 09:10:05;0.2;437
2025-03-17 09:00:47;1742191247;17.03.25 09:11:05;0.2;433
2025-03-17 09:01:47;1742191307;17.03.25 09:12:09;0.2;435
2025-03-17 09:02:47;1742191367;17.03.25 09:13:14;0.2;443
2025-03-17 09:03:47;1742191427;17.03.25 09:13:57;0.2;436
2025-03-17 09:04:47;1742191487;17.03.25 09:15:09;0.2;436
2025-03-17 09:05:47;1742191547;17.03.25 09:16:05;0.2;430
2025-03-17 09:06:47;1742191607;17.03.25 09:17:09;0.2;429
2025-03-17 09:07:47;1742191667;17.03.25 09:18:13;0.3;429
2025-03-17 09:08:47;1742191727;17.03.25 09:19:10;0.2;436
2025-03-17 09:09:47;1742191787;17.03.25 09:20:14;0.2;436
2025-03-17 09:10:47;1742191847;17.03.25 09:21:04;0.2;436
2025-03-17 09:11:47;1742191907;17.03.25 09:22:08;0.2;431
2025-03-17 09:12:47;1742191967;17.03.25 09:23:13;0.2;436
2025-03-17 09:13:47;1742192027;17.03.25 09:24:14;0.2;438
2025-03-17 09:14:47;1742192087;17.03.25 09:25:02;0.2;436
2025-03-17 09:15:47;1742192147;17.03.25 09:26:06;0.2;436
2025-03-17 09:16:47;1742192207;17.03.25 09:27:10;0.2;438
2025-03-17 09:17:47;1742192267;17.03.25 09:28:14;0.2;474
2025-03-17 09:18:47;1742192327;17.03.25 09:29:02;0.2;477
2025-03-17 09:19:47;1742192387;17.03.25 09:30:06;0.2;488
2025-03-17 09:20:47;1742192447;17.03.25 09:31:10;0.2;506
2025-03-17 09:21:47;1742192507;17.03.25 09:32:14;0.2;524
2025-03-17 09:22:47;1742192567;17.03.25 09:33:11;0.2;554
2025-03-17 09:23:47;1742192627;17.03.25 09:34:15;0.2;564
2025-03-17 09:24:47;1742192687;17.03.25 09:35:10;0.2;608
2025-03-17 09:25:47;1742192747;17.03.25 09:36:14;0.2;616
2025-03-17 09:26:47;1742192807;17.03.25 09:37:06;0.2;616
2025-03-17 09:27:47;1742192867;17.03.25 09:38:11;0.2;638
2025-03-17 09:28:47;1742192927;17.03.25 09:39:15;0.2;662
2025-03-17 09:29:47;1742192987;17.03.25 09:40:14;0.2;678
2025-03-17 09:30:47;1742193047;17.03.25 09:41:02;0.2;682
2025-03-17 09:31:47;1742193107;17.03.25 09:42:06;0.2;684
2025-03-17 09:32:47;1742193167;17.03.25 09:43:10;0.2;690
2025-03-17 09:33:47;1742193227;17.03.25 09:44:14;0.2;692
2025-03-17 09:34:47;1742193287;17.03.25 09:45:02;0.2;686
2025-03-17 09:35:47;1742193347;17.03.25 09:46:06;0.2;674
2025-03-17 09:36:47;1742193407;17.03.25 09:47:10;0.2;667
2025-03-17 09:37:47;1742193467;17.03.25 09:48:14;0.2;655
2025-03-17 09:38:47;1742193527;17.03.25 09:49:13;0.1;652
2025-03-17 09:39:47;1742193587;17.03.25 09:50:06;0.2;651
2025-03-17 09:40:47;1742193647;17.03.25 09:51:10;0.2;647
2025-03-17 09:41:47;1742193707;17.03.25 09:52:14;0.2;645
2025-03-17 09:42:47;1742193767;17.03.25 09:53:09;0.2;634
2025-03-17 09:43:47;1742193827;17.03.25 09:54:13;0.2;624
2025-03-17 09:44:47;1742193887;17.03.25 09:55:10;0.2;617
2025-03-17 09:45:47;1742193947;17.03.25 09:56:14;0.2;615
2025-03-17 09:46:47;1742194007;17.03.25 09:57:04;0.2;615
2025-03-17 09:47:47;1742194067;17.03.25 09:58:08;0.1;610
2025-03-17 09:48:47;1742194127;17.03.25 09:59:12;0.2;610
2025-03-17 09:49:47;1742194187;17.03.25 09:59:58;0.1;599
2025-03-17 09:50:47;1742194247;17.03.25 10:01:02;0.2;606
2025-03-17 09:51:47;1742194307;17.03.25 10:02:06;0.2;606
2025-03-17 09:52:47;1742194367;17.03.25 10:03:10;0.2;596
2025-03-17 09:53:47;1742194427;17.03.25 10:04:14;0.2;593
2025-03-17 09:54:47;1742194487;17.03.25 10:05:15;0.2;590
2025-03-17 09:55:47;1742194547;17.03.25 10:06:06;0.1;584
2025-03-17 09:56:47;1742194607;17.03.25 10:07:10;0.2;596
2025-03-17 09:57:47;1742194667;17.03.25 10:08:14;0.1;593
2025-03-17 09:58:47;1742194727;17.03.25 10:09:11;0.2;584
2025-03-17 09:59:47;1742194787;17.03.25 10:10:15;0.2;580
2025-03-17 10:00:48;1742194848;17.03.25 10:11:10;0.2;579
2025-03-17 10:01:48;1742194908;17.03.25 10:12:14;0.2;571
2025-03-17 10:02:48;1742194968;17.03.25 10:13:06;0.2;542
2025-03-17 10:03:48;1742195028;17.03.25 10:14:10;0.2;563
2025-03-17 10:04:48;1742195088;17.03.25 10:15:14;0.2;563
2025-03-17 10:06:41;1742195201;17.03.25 10:17:02;0.2;566
2025-03-17 10:07:41;1742195261;17.03.25 10:18:06;0.2;555
2025-03-17 10:08:41;1742195321;17.03.25 10:19:09;0.2;557
2025-03-17 10:09:41;1742195381;17.03.25 10:19:58;0.1;549
2025-03-17 10:10:41;1742195441;17.03.25 10:21:02;0.2;552
2025-03-17 10:11:41;1742195501;17.03.25 10:22:06;0.2;552
2025-03-17 10:12:41;1742195561;17.03.25 10:23:04;0.2;552
2025-03-17 10:13:41;1742195621;17.03.25 10:24:09;0.2;544
2025-03-17 10:14:41;1742195681;17.03.25 10:25:02;0.2;544
2025-03-17 10:15:41;1742195741;17.03.25 10:26:06;0.2;546
2025-03-17 10:16:41;1742195801;17.03.25 10:27:00;0.2;546
2025-03-17 10:17:41;1742195861;17.03.25 10:28:04;0.1;542
2025-03-17 10:18:41;1742195921;17.03.25 10:29:08;0.1;536
2025-03-17 10:19:41;1742195981;17.03.25 10:30:06;0.2;534
2025-03-17 10:20:41;1742196041;17.03.25 10:30:55;0.2;534
2025-03-17 10:21:41;1742196101;17.03.25 10:31:59;0.2;535
2025-03-17 10:22:41;1742196161;17.03.25 10:33:03;0.2;532
2025-03-17 10:23:41;1742196221;17.03.25 10:34:07;0.1;532
2025-03-17 10:24:41;1742196281;17.03.25 10:34:54;0.2;525
2025-03-17 10:25:41;1742196341;17.03.25 10:35:58;0.1;525
2025-03-17 10:26:41;1742196401;17.03.25 10:37:02;0.2;532
2025-03-17 10:27:41;1742196461;17.03.25 10:38:06;0.2;522
2025-03-17 10:28:41;1742196521;17.03.25 10:39:07;0.2;515
2025-03-17 10:29:41;1742196581;17.03.25 10:39:58;0.1;522
2025-03-17 10:30:41;1742196641;17.03.25 10:41:02;0.1;518
2025-03-17 10:31:41;1742196701;17.03.25 10:42:06;0.2;513
2025-03-17 10:32:41;1742196761;17.03.25 10:43:02;0.2;513
2025-03-17 10:33:41;1742196821;17.03.25 10:44:06;0.2;523
2025-03-17 10:34:41;1742196881;17.03.25 10:45:02;0.2;510
2025-03-17 10:35:41;1742196941;17.03.25 10:46:06;0.2;513
2025-03-17 10:36:41;1742197001;17.03.25 10:46:57;0.2;499
2025-03-17 10:37:41;1742197061;17.03.25 10:48:01;0.2;515
2025-03-17 10:38:41;1742197121;17.03.25 10:49:05;0.1;517
2025-03-17 10:39:41;1742197181;17.03.25 10:50:09;0.2;515
2025-03-17 10:41:07;1742197267;17.03.25 10:51:35;0.2;514
2025-03-17 10:42:07;1742197327;17.03.25 10:52:30;0.2;504
2025-03-17 10:43:07;1742197387;17.03.25 10:53:34;0.2;504
2025-03-17 10:44:07;1742197447;17.03.25 10:54:26;0.1;503
2025-03-17 10:45:07;1742197507;17.03.25 10:55:30;0.1;497
2025-03-17 10:46:07;1742197567;17.03.25 10:56:34;0.2;496
2025-03-17 10:47:07;1742197627;17.03.25 10:57:17;0.1;490
2025-03-17 10:48:07;1742197687;17.03.25 10:58:22;0.2;500
2025-03-17 10:49:07;1742197747;17.03.25 10:59:26;0.2;496
2025-03-17 10:50:07;1742197807;17.03.25 11:00:30;0.2;491
2025-03-17 10:51:07;1742197867;17.03.25 11:01:34;0.1;491
2025-03-17 10:52:07;1742197927;17.03.25 11:02:22;0.2;487
2025-03-17 10:53:07;1742197987;17.03.25 11:03:26;0.1;486
2025-03-17 10:54:08;1742198048;17.03.25 11:04:30;0.2;493
2025-03-17 10:55:08;1742198108;17.03.25 11:05:34;0.2;488
2025-03-17 10:56:08;1742198168;17.03.25 11:06:33;0.2;488
